,BTCUSDT,ETHUSDT,SOLUSDT,VELVETUSDT,HYPEUSDT,ZECUSDT,XRPUSDT,WLDUSDT,DOGEUSDT,AIOUSDT,NEARUSDT,BNBUSDT,HUSDT,STGUSDT,1000PEPEUSDT,ADAUSDT,SUIUSDT,PAXGUSDT,PLAYUSDT,HMSTRUSDT,ENAUSDT,IDUSDT,FILUSDT,AVAXUSDT,LINKUSDT,XLMUSDT,BCHUSDT,TONUSDT,CRVUSDT,HOMEUSDT,ESPORTSUSDT,TAOUSDT,TRXUSDT,DOTUSDT,SKYAIUSDT,ARBUSDT,SIRENUSDT,ONDOUSDT,CHZUSDT,LTCUSDT,XMRUSDT,INJUSDT,SAHARAUSDT,TRUMPUSDT,UNIUSDT,AAVEUSDT,FETUSDT,PUMPUSDT,PENGUUSDT,VVVUSDT,ASTRUSDT,ATOMUSDT,PIPPINUSDT,FIDAUSDT,OPUSDT,SXTUSDT,APTUSDT,EPICUSDT,FARTCOINUSDT,1000SHIBUSDT,DEXEUSDT,GALAUSDT,DASHUSDT,VIRTUALUSDT,JTOUSDT,ORDIUSDT,ICPUSDT,PYTHUSDT,ETCUSDT,WIFUSDT,MORPHOUSDT
2026-03-08 00:00:00+00:00,65934.3,1935.97,81.56,0.09018,30.685,197.77,1.3392,0.3601,0.08907,0.09287,1.21,611.7,0.13203,0.1762,0.0031792,0.249,0.8794,5083.95,0.02001,0.0001481,0.0987,0.04025,0.933,8.809,8.507,0.14804,442.76,1.3122,0.233,0.020598,0.30286,181.38,0.28905,1.451,0.04237,0.0944,0.42997,0.2435,0.03614,52.54,334.41,2.797,0.02094,2.966,3.657,105.47,0.1409,0.001916,0.006488,5.413,0.007976,1.734,0.33471,0.01476,0.1152,0.0169,0.9278,0.2603,0.1456,0.005282,3.925,0.00327,30.39,0.6269,0.2531,2.323,2.422,0.04557,7.98,0.1771,1.8627
2026-03-09 00:00:00+00:00,68394.1,1992.28,84.91,0.09129,34.661,214.28,1.3622,0.3633,0.09042,0.09439,1.233,634.52,0.12734,0.1785,0.0032628,0.255,0.9421,5141.33,0.0217,0.0001519,0.1008,0.04077,0.937,9.26,8.863,0.15059,444.25,1.3281,0.242,0.022769,0.30081,194.12,0.28538,1.492,0.04281,0.0975,0.46109,0.2506,0.03854,53.73,341.04,2.898,0.02507,2.88,3.858,106.6,0.1434,0.001952,0.006946,5.147,0.007622,1.74,0.37002,0.01505,0.1183,0.01751,0.9554,0.2586,0.1477,0.005421,4.627,0.00335,32.08,0.6587,0.2585,2.37,2.449,0.04669,8.153,0.1704,1.9002
2026-03-10 00:00:00+00:00,69901.9,2035.39,85.83,0.09158,34.151,222.46,1.3855,0.3562,0.09446,0.10035,1.284,641.89,0.12537,0.1855,0.0032974,0.2619,0.9566,5195.79,0.03539,0.0001575,0.1029,0.04119,0.864,9.528,8.979,0.15849,446.68,1.3162,0.241,0.023862,0.30841,199.68,0.28557,1.484,0.04337,0.0983,0.48382,0.2551,0.03822,53.83,353.2,2.936,0.02558,2.901,3.841,111.66,0.1543,0.002007,0.006973,5.462,0.007575,1.787,0.3549,0.01537,0.1186,0.01993,0.9524,0.2533,0.1551,0.005645,4.331,0.00334,32.32,0.7024,0.2588,2.4,2.383,0.04626,8.235,0.1636,1.9512
2026-03-11 00:00:00+00:00,70150.0,2050.99,86.52,0.07937,36.206,212.64,1.3839,0.3553,0.09283,0.0855,1.298,651.73,0.12948,0.1878,0.003328,0.2624,0.9779,5133.36,0.04073,0.0001602,0.1048,0.04186,0.877,9.547,8.993,0.15919,454.82,1.3339,0.232,0.022653,0.30878,202.94,0.29127,1.522,0.04234,0.1,0.50514,0.2554,0.03844,54.78,352.43,3.003,0.02353,2.896,3.897,110.22,0.1603,0.002019,0.007113,5.764,0.007654,1.84,0.36109,0.01593,0.1203,0.01902,0.944,0.2555,0.1538,0.00573,4.186,0.0034,32.42,0.6965,0.2735,2.547,2.674,0.04688,8.28,0.1659,1.9223
2026-03-12 00:00:00+00:00,70480.1,2072.6,86.8,0.07813,37.248,208.25,1.3839,0.3592,0.09469,0.08186,1.367,651.97,0.13449,0.1881,0.0033495,0.2634,0.9902,5107.5,0.0349,0.0001608,0.1063,0.04191,0.877,9.673,9.052,0.15991,454.99,1.3072,0.235,0.022787,0.311,217.68,0.28893,1.515,0.04241,0.1009,0.55993,0.2593,0.03725,54.54,350.94,3.049,0.02255,2.931,3.915,111.58,0.177,0.002096,0.007212,6.115,0.007528,1.837,0.35266,0.01567,0.1199,0.0187,0.9161,0.2564,0.1561,0.005914,4.162,0.00334,32.85,0.7174,0.2855,2.572,2.709,0.04753,8.263,0.1697,1.9824
2026-03-13 00:00:00+00:00,70895.5,2091.01,88.12,0.07877,36.43,208.11,1.3979,0.3573,0.09591,0.08277,1.334,655.75,0.13181,0.175,0.0033687,0.2654,0.9952,5027.39,0.03231,0.0001626,0.1086,0.04192,0.868,9.715,9.081,0.16388,460.62,1.3116,0.235,0.022847,0.30303,235.58,0.2933,1.461,0.04275,0.1026,0.57956,0.2628,0.03798,55.28,356.5,3.087,0.02222,3.856,4.001,112.24,0.178,0.001977,0.007264,6.404,0.007465,1.86,0.35935,0.01593,0.1237,0.0177,0.9334,0.2614,0.1585,0.005934,4.692,0.00353,32.3,0.7199,0.2823,2.537,2.606,0.04805,8.476,0.1675,1.8597
2026-03-14 00:00:00+00:00,71174.4,2095.27,87.99,0.08211,37.793,213.1,1.4055,0.3558,0.09599,0.08615,1.323,657.61,0.12781,0.1769,0.0033531,0.2632,1.0005,5019.25,0.03303,0.0001629,0.108,0.04106,0.882,9.724,9.162,0.16648,467.3,1.2995,0.233,0.02238,0.30519,248.99,0.29765,1.411,0.04243,0.1009,0.58696,0.2625,0.03827,54.94,355.92,3.042,0.02482,4.009,3.944,111.1,0.1786,0.001988,0.00728,6.589,0.007331,1.869,0.37271,0.01612,0.1237,0.01804,0.9198,0.2614,0.1605,0.005875,5.266,0.00338,32.66,0.7221,0.2788,2.52,2.704,0.04848,8.249,0.1663,1.8917
2026-03-15 00:00:00+00:00,72778.9,2177.73,92.28,0.08497,37.242,229.55,1.4482,0.3654,0.09734,0.09182,1.348,674.12,0.12433,0.1935,0.0034559,0.2701,1.0232,4987.45,0.03295,0.0001648,0.1104,0.0417,0.894,9.945,9.489,0.16919,469.34,1.3053,0.244,0.023024,0.30593,282.88,0.29853,1.438,0.04549,0.1039,0.59854,0.27,0.03774,56.23,357.5,3.109,0.02389,4.044,4.067,116.28,0.1965,0.001945,0.007472,6.084,0.007484,1.86,0.36953,0.01611,0.1283,0.01782,0.9343,0.2654,0.166,0.005943,5.215,0.00349,33.81,0.7544,0.287,2.582,2.669,0.04851,8.473,0.1696,1.9264
2026-03-16 00:00:00+00:00,74846.4,2351.66,96.14,0.08462,40.784,276.79,1.5422,0.3996,0.10299,0.09064,1.49,679.7,0.12452,0.2003,0.00401,0.2903,1.0728,4999.0,0.03418,0.0001683,0.1195,0.04302,0.989,10.482,9.918,0.17593,478.58,1.3314,0.254,0.023438,0.33704,279.97,0.29535,1.64,0.05131,0.1103,0.46916,0.289,0.03982,58.68,373.83,3.325,0.02421,3.898,4.154,122.22,0.2378,0.002156,0.007991,6.109,0.007913,1.974,0.18473,0.0166,0.1373,0.01861,1.019,0.2785,0.2064,0.006185,5.194,0.00368,35.91,0.8004,0.2961,2.775,2.769,0.0503,9.023,0.1897,1.8205
2026-03-17 00:00:00+00:00,73872.4,2316.45,94.57,0.07998,41.146,272.45,1.5176,0.3943,0.10012,0.08964,1.452,668.51,0.11293,0.2056,0.003664,0.2888,1.0286,4991.35,0.03461,0.0001667,0.1166,0.04314,0.968,10.189,9.786,0.17359,470.33,1.3401,0.25,0.022899,0.33885,275.9,0.3067,1.62,0.04685,0.1079,0.72238,0.2808,0.0388,58.07,368.18,3.225,0.0233,3.655,3.954,119.6,0.2403,0.00209,0.007828,5.672,0.008069,1.958,0.12734,0.01631,0.1359,0.0179,1.0045,0.2734,0.2043,0.00606,5.587,0.0036,35.23,0.7818,0.2968,2.689,2.681,0.04978,8.856,0.1887,1.8018
2026-03-18 00:00:00+00:00,71202.9,2201.95,90.02,0.07981,42.079,248.5,1.464,0.3687,0.0952,0.08576,1.385,651.87,0.10302,0.1903,0.003524,0.2741,0.9876,4826.35,0.03754,0.0001599,0.1081,0.04126,0.924,9.678,9.222,0.17017,456.54,1.2986,0.239,0.021826,0.32619,272.71,0.30436,1.577,0.04749,0.1028,0.88547,0.267,0.0363,56.05,346.44,3.075,0.02417,3.482,3.679,115.23,0.2231,0.00197,0.00747,5.836,0.007709,1.907,0.09455,0.01541,0.1263,0.01709,0.9895,0.26,0.2126,0.005817,5.638,0.00344,32.56,0.7385,0.2975,2.524,2.566,0.047,8.503,0.1807,1.7396
2026-03-19 00:00:00+00:00,69887.4,2136.56,88.84,0.08364,39.329,234.51,1.4469,0.3305,0.09349,0.08235,1.334,638.82,0.09325,0.1851,0.0034131,0.2674,0.9579,4650.32,0.0369,0.0001554,0.103,0.04058,0.894,9.466,9.041,0.1653,455.32,1.2227,0.236,0.021347,0.30093,282.67,0.30337,1.52,0.04454,0.0992,0.78817,0.2575,0.03591,55.5,339.92,3.058,0.02626,3.345,3.578,111.54,0.2123,0.001841,0.007098,5.739,0.007534,1.81,0.09545,0.01503,0.1214,0.01693,0.9481,0.2555,0.199,0.005806,6.125,0.00336,31.35,0.7063,0.294,2.462,2.492,0.04493,8.341,0.1726,1.7473
2026-03-20 00:00:00+00:00,70472.7,2145.08,89.8,0.09033,39.528,234.43,1.4444,0.3213,0.09413,0.08052,1.315,642.0,0.0955,0.1827,0.0034133,0.2659,0.9676,4507.9,0.03769,0.0001554,0.1018,0.04069,0.901,9.568,9.107,0.1654,474.23,1.2567,0.235,0.021269,0.28587,269.67,0.30943,1.498,0.04738,0.0998,0.89862,0.2601,0.036,56.14,348.62,3.082,0.02884,3.344,3.603,111.17,0.2257,0.001868,0.007125,5.526,0.008109,1.834,0.10142,0.01461,0.1237,0.01691,0.9902,0.2629,0.1978,0.005953,6.056,0.00333,32.01,0.704,0.304,2.454,2.503,0.04334,8.398,0.1786,1.7678
2026-03-21 00:00:00+00:00,68881.5,2083.37,87.5,0.08255,39.135,219.73,1.4081,0.3159,0.09129,0.08013,1.28,630.29,0.09316,0.1763,0.0033106,0.2571,0.9323,4501.63,0.03552,0.0001499,0.099,0.03965,0.879,9.208,8.819,0.16196,462.15,1.2491,0.226,0.021813,0.28966,267.97,0.31183,1.465,0.04704,0.0963,0.94342,0.2523,0.03497,54.75,341.64,3.032,0.02703,3.251,3.483,108.29,0.2181,0.001821,0.006815,5.936,0.007879,1.791,0.09852,0.0145,0.1176,0.01618,0.9717,0.2554,0.1865,0.005851,6.535,0.00318,31.39,0.6709,0.2916,2.355,2.438,0.04166,8.162,0.1739,1.7511
2026-03-22 00:00:00+00:00,67830.6,2052.85,86.15,0.07781,38.342,217.22,1.3841,0.3077,0.09008,0.0805,1.273,626.08,0.09171,0.1735,0.0032753,0.2504,0.9048,4473.31,0.04317,0.0001438,0.0953,0.03824,0.846,9.019,8.685,0.15578,467.1,1.2489,0.216,0.021347,0.27221,261.73,0.31019,1.41,0.04781,0.0925,2.31119,0.2454,0.03467,53.48,361.75,2.946,0.02717,3.192,3.469,106.25,0.2055,0.001763,0.006685,5.907,0.007675,1.767,0.0908,0.01396,0.1145,0.01574,0.9278,0.2529,0.1845,0.005697,7.139,0.00305,32.14,0.6572,0.2786,2.305,2.341,0.03839,8.028,0.1718,1.6652
2026-03-23 00:00:00+00:00,70865.9,2151.01,91.4,0.06552,37.341,228.35,1.4316,0.3253,0.09408,0.07983,1.31,639.3,0.10087,0.1977,0.0034543,0.2615,0.9524,4445.84,0.04345,0.0001479,0.0937,0.03971,0.923,9.561,9.103,0.16672,477.66,1.3173,0.219,0.021845,0.27606,293.07,0.30797,1.418,0.05184,0.0976,2.37313,0.2539,0.03583,55.68,351.03,3.088,0.02706,3.288,3.585,110.23,0.2265,0.001811,0.007007,5.788,0.008131,1.784,0.07164,0.01454,0.1133,0.01712,1.0684,0.2725,0.1772,0.006098,7.613,0.00321,34.46,0.6821,0.3271,2.397,2.41,0.04023,8.578,0.1864,1.6967
2026-03-24 00:00:00+00:00,70523.9,2155.29,90.75,0.06713,40.321,241.93,1.4151,0.3211,0.09506,0.07709,1.29,638.31,0.09391,0.2036,0.0035312,0.2663,0.9522,4548.59,0.0434,0.0001452,0.0952,0.03916,0.924,9.62,9.246,0.17378,477.0,1.3206,0.226,0.021552,0.27503,336.3,0.30573,1.4,0.0564,0.0975,1.01138,0.2559,0.03593,56.35,339.83,3.06,0.02586,3.269,3.605,112.24,0.2421,0.001827,0.007091,6.277,0.008038,1.787,0.07988,0.01467,0.1137,0.01692,1.1145,0.2734,0.1873,0.006197,7.034,0.00321,34.31,0.7261,0.3214,2.399,2.395,0.04011,8.657,0.192,1.754
2026-03-25 00:00:00+00:00,71297.5,2168.0,91.65,0.07041,40.308,231.74,1.4138,0.3247,0.09613,0.07481,1.279,647.85,0.09344,0.1931,0.0035388,0.2704,0.9681,4500.45,0.04135,0.000145,0.1043,0.03931,0.928,9.676,9.372,0.17736,473.28,1.3279,0.235,0.021406,0.3253,346.75,0.31429,1.359,0.06234,0.0987,2.04904,0.2653,0.03597,56.61,340.71,3.081,0.02714,3.282,3.706,112.53,0.2592,0.001903,0.007316,6.588,0.008479,1.764,0.05093,0.01467,0.1134,0.01698,1.0574,0.2749,0.1921,0.006127,7.419,0.00315,34.09,0.7236,0.3334,2.417,2.413,0.04021,8.665,0.19,1.7046
2026-03-26 00:00:00+00:00,68788.0,2059.17,86.47,0.07769,39.149,221.96,1.3599,0.292,0.09201,0.0786,1.223,628.75,0.08133,0.2238,0.0034029,0.2545,0.9249,4409.41,0.03403,0.0001394,0.0966,0.03703,0.869,9.095,8.906,0.17358,461.71,1.2606,0.22,0.020074,0.38154,337.34,0.31137,1.321,0.06825,0.0938,1.64227,0.2689,0.03523,54.56,328.68,2.95,0.02625,3.125,3.524,105.13,0.242,0.001784,0.006834,6.303,0.007801,1.697,0.05444,0.0138,0.1086,0.01665,1.033,0.2592,0.176,0.005912,7.203,0.00304,32.28,0.6832,0.3132,2.299,2.302,0.03909,8.204,0.1868,1.5555
2026-03-27 00:00:00+00:00,66364.2,1991.58,83.03,0.08115,38.658,215.43,1.325,0.2491,0.09005,0.07858,1.179,613.72,0.083,0.238,0.0032759,0.2458,0.8803,4499.21,0.03586,0.0001351,0.089,0.03567,0.838,8.785,8.564,0.16726,472.32,1.2167,0.208,0.01955,0.35566,315.99,0.31118,1.289,0.06356,0.0899,0.80721,0.2684,0.03559,53.69,325.81,2.879,0.02505,2.991,3.386,98.62,0.2306,0.001711,0.006491,5.864,0.007469,1.674,0.05181,0.01343,0.1041,0.01644,0.975,0.2531,0.1677,0.005772,7.438,0.00295,31.64,0.6525,0.3061,2.179,2.223,0.0374,8.088,0.1705,1.4904
2026-03-28 00:00:00+00:00,66334.8,1993.48,82.0,0.07851,39.462,213.42,1.3327,0.2687,0.09092,0.087,1.172,610.9,0.08275,0.2391,0.0032813,0.2458,0.859,4499.45,0.05306,0.0001324,0.0905,0.03485,0.799,8.752,8.428,0.16783,480.74,1.2366,0.209,0.019684,0.36251,315.16,0.31631,1.257,0.06415,0.0898,1.67013,0.2683,0.04023,53.82,330.17,2.817,0.02551,2.938,3.381,96.78,0.2364,0.001707,0.006365,5.787,0.007313,1.665,0.05594,0.01277,0.1024,0.01571,0.9301,0.2471,0.1693,0.00583,7.152,0.00283,31.68,0.6558,0.297,2.194,2.218,0.03763,8.025,0.1755,1.4949
2026-03-29 00:00:00+00:00,65977.9,1983.44,81.34,0.08004,37.838,214.91,1.3271,0.2717,0.0904,0.09196,1.164,605.86,0.08192,0.2402,0.0032734,0.2398,0.8464,4452.9,0.0619,0.0001305,0.0898,0.03443,0.8,8.594,8.409,0.16435,452.42,1.2178,0.208,0.019326,0.36688,315.38,0.32159,1.26,0.05889,0.0883,1.77011,0.2574,0.04011,53.29,327.24,2.801,0.02421,2.863,3.352,95.35,0.2293,0.001667,0.006245,6.004,0.007211,1.643,0.05296,0.01236,0.1019,0.01473,0.9217,0.2349,0.1623,0.005784,7.149,0.00276,31.79,0.6448,0.2791,2.15,2.198,0.0371,7.934,0.1713,1.4733
2026-03-30 00:00:00+00:00,66764.4,2025.69,82.51,0.07666,36.839,225.63,1.3235,0.2719,0.09078,0.08349,1.16,609.42,0.08275,0.263,0.0033172,0.2433,0.8636,4510.46,0.05352,0.0001329,0.0913,0.0342,0.816,8.806,8.622,0.16738,459.93,1.2246,0.215,0.020011,0.36432,311.43,0.31982,1.243,0.06192,0.0911,1.69924,0.2616,0.04265,53.31,321.55,2.854,0.02375,2.935,3.478,96.82,0.2292,0.001657,0.006385,6.246,0.007281,1.666,0.05363,0.01255,0.1059,0.01453,0.89,0.2353,0.1706,0.005923,7.921,0.00289,32.02,0.6421,0.2732,2.207,2.244,0.0381,8.069,0.1769,1.4678
2026-03-31 00:00:00+00:00,68241.5,2104.49,83.15,0.0732,36.599,248.31,1.3404,0.2761,0.09228,0.08121,1.188,617.64,0.08486,0.2665,0.0034044,0.2416,0.8777,4686.21,0.05238,0.0001325,0.0908,0.03511,0.832,8.907,8.777,0.16716,466.37,1.2189,0.218,0.019545,0.37289,306.02,0.31315,1.251,0.05995,0.0929,0.55946,0.2727,0.04225,53.91,334.57,2.878,0.02297,3.01,3.541,98.14,0.2318,0.001675,0.006506,6.55,0.007536,1.706,0.04844,0.01311,0.1107,0.01502,0.8921,0.2406,0.1739,0.00595,7.903,0.00291,32.69,0.6559,0.2777,2.318,2.306,0.03915,8.183,0.179,1.5355
2026-04-01 00:00:00+00:00,68086.5,2138.8,81.14,0.07176,36.025,251.28,1.3471,0.2781,0.09214,0.08089,1.19,611.18,0.08326,0.2663,0.0034026,0.2484,0.8816,4766.68,0.05083,0.0001364,0.0901,0.03563,0.837,9.123,8.939,0.16926,454.99,1.2357,0.218,0.019357,0.36927,307.49,0.31536,1.254,0.06149,0.0944,0.2575,0.2699,0.04112,53.78,337.6,2.869,0.02244,2.948,3.565,98.04,0.2399,0.001684,0.006531,6.854,0.007446,1.674,0.05854,0.01512,0.1101,0.01601,0.89,0.2482,0.1695,0.006003,7.853,0.00294,31.64,0.6608,0.2736,2.309,2.272,0.03923,8.187,0.1812,1.5277
2026-04-02 00:00:00+00:00,66868.5,2055.96,78.91,0.07096,35.188,240.64,1.3192,0.2678,0.09035,0.08279,1.162,583.8,0.0838,0.271,0.0033317,0.2392,0.8609,4666.71,0.04881,0.0001373,0.0812,0.03312,0.816,8.746,8.627,0.16288,443.9,1.2318,0.208,0.018354,0.36195,300.04,0.31509,1.236,0.06509,0.0907,0.19447,0.2575,0.03889,52.24,326.4,2.74,0.02108,2.813,3.171,94.28,0.2277,0.001631,0.006217,6.985,0.007064,1.665,0.06323,0.01946,0.1062,0.01675,0.8587,0.2651,0.1595,0.005858,7.969,0.00286,30.12,0.6341,0.2614,2.269,2.244,0.04032,7.864,0.1792,1.5015
2026-04-03 00:00:00+00:00,66930.0,2052.92,80.35,0.06767,35.602,234.26,1.3177,0.2662,0.0915,0.07759,1.208,588.4,0.08025,0.2452,0.0034165,0.2462,0.8735,4646.75,0.04791,0.0001418,0.0796,0.03187,0.834,8.91,8.654,0.16289,442.79,1.2395,0.209,0.020099,0.36842,308.66,0.31509,1.237,0.0733,0.0923,0.13694,0.2591,0.03952,53.2,316.66,2.792,0.02079,2.792,3.169,94.75,0.2375,0.001651,0.006274,7.225,0.007205,1.687,0.02852,0.01847,0.11,0.01625,0.8478,0.26,0.1636,0.005984,8.051,0.00289,29.84,0.635,0.2573,2.46,2.284,0.04078,8.08,0.1815,1.4991
2026-04-04 00:00:00+00:00,67271.0,2064.43,80.79,0.06554,36.361,251.09,1.3145,0.2574,0.09202,0.07784,1.254,593.62,0.08418,0.2313,0.0034051,0.2477,0.8715,4646.81,0.04983,0.0001385,0.08,0.03169,0.838,8.985,8.689,0.16187,440.8,1.2376,0.215,0.019648,0.44394,301.03,0.31732,1.253,0.07867,0.0926,0.50477,0.2553,0.03905,53.55,325.5,2.811,0.02325,2.9,3.124,94.43,0.236,0.001671,0.006241,7.045,0.007379,1.712,0.04132,0.01924,0.1105,0.01652,0.8493,0.2621,0.1663,0.005988,8.87,0.00293,30.83,0.6354,0.276,2.511,2.294,0.04083,8.621,0.1817,1.4801
2026-04-05 00:00:00+00:00,68997.9,2109.35,81.85,0.06384,36.844,244.9,1.3259,0.2488,0.09235,0.0761,1.246,601.81,0.0806,0.2286,0.0034942,0.2507,0.8707,4598.36,0.06843,0.0001377,0.0806,0.0304,0.843,9.065,8.82,0.16265,428.33,1.2508,0.212,0.020112,0.44275,310.07,0.31864,1.244,0.0725,0.0942,0.51596,0.2585,0.03881,54.08,331.46,2.824,0.02235,2.876,3.146,94.11,0.2354,0.001693,0.006309,7.3,0.007391,1.697,0.04526,0.0172,0.1103,0.01643,0.8498,0.2589,0.1693,0.005996,8.626,0.0029,30.42,0.6393,0.2744,2.352,2.294,0.04004,8.726,0.1825,1.4939
2026-04-06 00:00:00+00:00,68817.9,2106.14,79.96,0.06361,36.289,251.33,1.3202,0.2429,0.09053,0.07256,1.248,600.45,0.0847,0.202,0.0033193,0.2458,0.8701,4641.72,0.09046,0.0001368,0.0816,0.03065,0.858,8.892,8.794,0.15546,434.83,1.2347,0.207,0.019517,0.44367,312.84,0.3163,1.24,0.06919,0.0936,0.59331,0.2558,0.03742,53.49,326.16,2.845,0.02105,2.839,3.094,92.91,0.2262,0.001678,0.006253,6.777,0.007308,1.702,0.03287,0.01678,0.1097,0.01688,0.8374,0.2491,0.1668,0.005827,8.841,0.00287,30.02,0.6286,0.2692,2.331,2.294,0.04023,8.423,0.1783,1.5698
2026-04-07 00:00:00+00:00,71890.2,2239.14,85.54,0.06359,38.601,320.18,1.378,0.2702,0.09491,0.07416,1.309,620.61,0.08744,0.2149,0.0037214,0.2627,0.9594,4808.7,0.09183,0.0001435,0.0908,0.03174,0.915,9.428,9.285,0.16342,445.6,1.2461,0.225,0.019066,0.4281,335.35,0.31537,1.314,0.06852,0.102,0.60339,0.2695,0.03954,55.34,344.33,3.016,0.02242,2.999,3.284,95.76,0.2499,0.001865,0.006838,7.047,0.007605,1.804,0.03426,0.01668,0.1188,0.01724,0.8713,0.2643,0.1974,0.006134,7.991,0.0031,33.57,0.6852,0.2828,2.496,2.456,0.04417,8.851,0.1993,1.7478
2026-04-08 00:00:00+00:00,71038.1,2188.87,82.52,0.06314,38.738,323.18,1.3419,0.2565,0.09235,0.07092,1.329,601.41,0.08422,0.2114,0.0035394,0.2505,0.913,4699.86,0.07873,0.0001396,0.088,0.03092,0.883,9.049,8.851,0.15758,441.07,1.2329,0.217,0.018859,0.44152,324.73,0.31772,1.267,0.07413,0.1054,0.56042,0.2554,0.03764,53.91,327.4,2.902,0.02192,2.916,3.117,91.89,0.2413,0.001755,0.006508,6.74,0.007413,1.779,0.03291,0.01616,0.1148,0.01644,0.8309,0.2518,0.204,0.005932,7.99,0.00303,32.11,0.6566,0.2742,2.397,2.429,0.04292,8.412,0.194,1.6967
2026-04-09 00:00:00+00:00,71750.4,2188.92,83.29,0.0641,39.452,366.52,1.343,0.2672,0.09255,0.06979,1.366,603.39,0.08636,0.2032,0.0035127,0.2541,0.93,4746.39,0.06838,0.0001396,0.0904,0.0309,0.904,9.361,8.943,0.15473,442.88,1.2465,0.22,0.018811,0.43581,304.77,0.32018,1.299,0.07028,0.1078,0.63841,0.2542,0.03893,54.52,346.95,2.962,0.02238,2.924,3.105,90.5,0.2444,0.0018,0.006567,7.498,0.007587,1.799,0.03062,0.01612,0.114,0.01673,0.8458,0.2615,0.1748,0.005908,8.325,0.00306,35.96,0.6652,0.2904,2.422,2.539,0.04783,8.433,0.1985,1.8383
2026-04-10 00:00:00+00:00,72917.4,2243.9,84.78,0.06393,41.577,375.16,1.3551,0.2786,0.09365,0.07329,1.36,605.95,0.10196,0.2169,0.0036281,0.2541,0.9437,4731.93,0.07007,0.0001443,0.0945,0.03134,0.913,9.39,9.08,0.15507,443.48,1.3061,0.217,0.019081,0.44308,257.58,0.31907,1.305,0.07219,0.1165,0.68565,0.2564,0.03955,54.94,344.5,3.049,0.02243,2.847,3.163,93.56,0.2381,0.001857,0.006768,7.549,0.007774,1.804,0.02996,0.01572,0.1151,0.01681,0.8677,0.2634,0.185,0.005967,9.345,0.00307,45.68,0.6783,0.3038,2.452,2.552,0.04754,8.489,0.1982,1.8192
2026-04-11 00:00:00+00:00,73013.4,2283.85,84.89,0.07146,42.242,370.4,1.3539,0.2981,0.09303,0.0798,1.402,607.52,0.09362,0.2101,0.0036393,0.2494,0.941,4730.55,0.06811,0.0001455,0.096,0.03273,0.899,9.371,9.065,0.15347,437.35,1.4542,0.22,0.019022,0.44147,273.49,0.31865,1.286,0.11475,0.1156,0.70393,0.256,0.03929,55.03,338.88,3.013,0.02191,2.822,3.147,94.45,0.2442,0.001907,0.006999,8.398,0.007626,1.775,0.02943,0.01599,0.1144,0.01662,0.8627,0.2571,0.2044,0.005948,9.595,0.00302,46.22,0.6887,0.3029,2.398,2.531,0.04546,8.43,0.1986,1.7999
2026-04-12 00:00:00+00:00,70711.1,2190.62,81.49,0.09083,40.823,362.12,1.3239,0.2889,0.09078,0.11186,1.345,592.42,0.09639,0.2295,0.003459,0.2359,0.9008,4653.32,0.0783,0.0001381,0.0911,0.03153,0.856,9.025,8.729,0.15017,421.01,1.4479,0.208,0.01845,0.45836,259.08,0.321,1.223,0.12362,0.1109,0.79801,0.2423,0.03565,53.45,335.06,2.889,0.0216,2.79,3.016,89.76,0.2292,0.001784,0.006415,8.048,0.007397,1.722,0.02682,0.01726,0.107,0.01626,0.8102,0.2579,0.1836,0.005757,9.779,0.00288,40.87,0.6423,0.3042,2.238,2.412,0.04316,8.123,0.1871,1.6828
2026-04-13 00:00:00+00:00,74385.0,2368.8,86.5,0.09672,44.276,367.98,1.3752,0.3113,0.09409,0.10278,1.417,615.19,0.0982,0.2295,0.0037512,0.2486,0.9594,4739.53,0.09664,0.000148,0.10086,0.03295,0.919,9.659,9.359,0.15624,438.15,1.4343,0.221,0.019926,0.42026,260.7,0.32015,1.226,0.11086,0.1134,0.77106,0.2575,0.03711,54.59,346.66,3.055,0.02262,2.871,3.233,103.2,0.2383,0.001923,0.007029,9.03,0.007764,1.777,0.02652,0.01678,0.1163,0.0169,0.873,0.2675,0.1995,0.006002,9.746,0.00305,41.36,0.6992,0.325,2.541,2.514,0.04421,8.605,0.2013,1.8094
2026-04-14 00:00:00+00:00,74106.9,2321.17,83.66,0.0922,43.499,353.95,1.3608,0.2965,0.0929,0.07909,1.359,614.16,0.09608,0.2214,0.0035643,0.2393,0.932,4825.32,0.10159,0.0001465,0.09621,0.03098,0.882,9.296,9.014,0.15455,436.08,1.3938,0.217,0.018717,0.40011,239.17,0.32358,1.161,0.1205,0.1101,0.71058,0.2509,0.03635,54.25,344.75,2.979,0.02234,2.8,3.128,99.91,0.2263,0.001825,0.006799,8.958,0.00747,1.744,0.0258,0.01647,0.1111,0.01657,0.8591,0.2947,0.1908,0.005821,9.948,0.00294,38.21,0.6691,0.3088,2.441,2.424,0.04279,8.306,0.1931,1.7222
